make,model,tran_type,eng_size_l,cyls,trans,fuel,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb_lp100k,fuel_cons_comb_mpg,co2_emit,veh_class
DODGE,CHALLENGER (MDS),A5,5.7,8,A,X,15.8,9.2,12.8,22,294,3
DODGE,CHALLENGER SRT,M6,6.4,8,M,Z,16.8,10.4,13.9,20,320,3
DODGE,CHALLENGER SRT (MDS),A5,6.4,8,A,Z,16.7,10.3,13.8,20,317,3
DODGE,CHARGER,A5,3.6,6,A,X,13.2,8.7,11.2,25,258,7
DODGE,CHARGER,A8,3.6,6,A,X,12.4,7.7,10.3,27,237,7
DODGE,CHARGER (MDS),A5,5.7,8,A,X,15.8,9.2,12.8,22,294,7
DODGE,CHARGER AWD,A8,3.6,6,A,X,12.8,8.6,10.9,26,251,7
DODGE,CHARGER AWD (MDS),A5,5.7,8,A,X,16.1,10,13.4,21,308,7
DODGE,CHARGER AWD FFV,A8,3.6,6,A,X,12.8,8.6,10.9,26,251,7
DODGE,CHARGER AWD FFV,A8,3.6,6,A,E,17.3,11.7,14.8,19,237,7
DODGE,CHARGER FFV,A5,3.6,6,A,X,13.2,8.7,11.2,25,258,7
DODGE,CHARGER FFV,A5,3.6,6,A,E,18.3,12.6,15.7,18,251,7
DODGE,CHARGER FFV,A8,3.6,6,A,X,12.3,7.6,10.2,28,235,7
DODGE,CHARGER FFV,A8,3.6,6,A,E,16.8,10.3,13.9,20,222,7
DODGE,CHARGER SRT (MDS),A5,6.4,8,A,Z,16.7,10.3,13.8,20,317,7
DODGE,DART,M6,2,4,M,X,9.4,6.5,8.1,35,186,3
DODGE,DART,A6,2.4,4,A,X,10.1,6.8,8.6,33,198,3
DODGE,DART,M6,2.4,4,M,X,10.5,6.7,8.8,32,202,3
DODGE,DART FFV,A6,2,4,A,X,9.9,7,8.6,33,198,3
DODGE,DART FFV,A6,2,4,A,E,14.2,9.8,12.2,23,195,3
DODGE,DART GT,A6,2.4,4,A,X,10.6,7.5,9.2,31,212,3
DODGE,DART GT,M6,2.4,4,M,X,10.2,7,8.8,32,202,3
DODGE,DART TURBO AERO,AM6,1.4,4,A,X,8.4,5.9,7.3,39,168,3
DODGE,DART TURBO AERO,M6,1.4,4,M,X,8.5,5.8,7.3,39,168,3
DODGE,DURANGO AWD (MDS),A8,5.7,8,A,X,17.3,10.8,14.4,20,331,9
DODGE,DURANGO AWD FFV,A8,3.6,6,A,X,13.9,9.8,12.1,23,278,9
DODGE,DURANGO AWD FFV,A8,3.6,6,A,E,17.7,13,15.6,18,250,9
DODGE,GRAND CARAVAN FFV,A6,3.6,6,A,X,13.7,9.4,11.8,24,271,13
DODGE,GRAND CARAVAN FFV,A6,3.6,6,A,E,19.2,13.1,16.5,17,264,13
DODGE,JOURNEY,A4,2.4,4,A,X,12.7,9.1,11.1,25,255,2
DODGE,JOURNEY AWD,A6,3.6,6,A,X,14.5,9.9,12.4,23,285,2
DODGE,JOURNEY FFV,A6,3.6,6,A,X,14.2,9.4,12,24,276,2
DODGE,JOURNEY FFV,A6,3.6,6,A,E,18.9,12.9,16.2,17,259,2
FIAT,500 ABARTH CABRIO,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500 ABARTH HATCHBACK,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500 CABRIO,A6,1.4,4,A,X,8.7,6.9,7.9,36,182,5
FIAT,500 CABRIO,M5,1.4,4,M,X,7.9,6.3,7.2,39,166,5
FIAT,500 CABRIO TURBO,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500 HATCHBACK,A6,1.4,4,A,X,8.7,6.9,7.9,36,182,5
FIAT,500 HATCHBACK,M5,1.4,4,M,X,7.6,5.9,6.8,42,156,5
FIAT,500 HATCHBACK TURBO,M5,1.4,4,M,X,8.5,6.9,7.8,36,179,5
FIAT,500L TURBO,AM6,1.4,4,A,X,10,7.2,8.7,32,200,8
FIAT,500L TURBO,M6,1.4,4,M,X,9.3,7.2,8.4,34,193,8
FORD,C-MAX HYBRID,AV,2,4,A,X,5.6,6.4,6,47,138,7
FORD,E150 VAN FFV,A4,4.6,8,A,X,17.7,14.4,16.2,17,373,10
FORD,E150 VAN FFV,A4,4.6,8,A,E,24.1,19.2,21.9,13,350,10
FORD,E150 VAN FFV,A4,5.4,8,A,X,19.3,14.7,17.2,16,396,10
FORD,E150 VAN FFV,A4,5.4,8,A,E,24.9,19.6,22.5,13,360,10
FORD,E150 WAGON FFV,A4,4.6,8,A,X,18.6,14.6,16.8,17,386,10
FORD,E150 WAGON FFV,A4,4.6,8,A,E,25.5,20,23,12,368,10
FORD,E350 WAGON,A5,6.8,10,A,X,23.9,17.8,21.2,13,488,10
FORD,E350 WAGON FFV,A4,5.4,8,A,X,20.6,15.5,18.3,15,421,10
FORD,E350 WAGON FFV,A4,5.4,8,A,E,26.7,20.5,23.9,12,382,10
FORD,EDGE,A6,2,4,A,X,11.3,7.9,9.8,29,225,2
FORD,EDGE,AS6,3.5,6,A,X,12.6,8.7,10.8,26,248,2
FORD,EDGE AWD,AS6,3.5,6,A,X,13.3,9.3,11.5,25,264,2
FORD,EDGE AWD,AS6,3.7,6,A,X,13.7,10.4,12.2,23,281,2
FORD,ESCAPE,AS6,1.6,4,A,X,10.4,7.4,9.1,31,209,2
FORD,ESCAPE,AS6,2,4,A,X,10.9,8,9.6,29,221,2
FORD,ESCAPE,AS6,2.5,4,A,X,10.9,7.5,9.4,30,216,2
FORD,ESCAPE AWD,AS6,1.6,4,A,X,10.5,7.9,9.3,30,214,2
FORD,ESCAPE AWD,AS6,2,4,A,X,11.2,8.5,10,28,230,2
FORD,EXPEDITION 4X4 FFV,A6,5.4,8,A,X,18.2,13.3,16,18,368,9
FORD,EXPEDITION 4X4 FFV,A6,5.4,8,A,E,24.5,18,21.6,13,346,9
FORD,EXPLORER,A6,2,4,A,X,11.8,8.3,10.2,28,235,9
FORD,EXPLORER AWD,AS6,3.5,6,A,X,14.8,10.7,13,22,299,9
FORD,EXPLORER FFV,AS6,3.5,6,A,X,13.7,9.7,11.9,24,274,9
FORD,EXPLORER FFV,AS6,3.5,6,A,E,18.3,12.9,15.9,18,254,9
FORD,EXPLORER FFV AWD,AS6,3.5,6,A,X,14.3,10.3,12.5,23,288,9
FORD,EXPLORER FFV AWD,AS6,3.5,6,A,E,18.9,13.9,16.7,17,267,9
FORD,F-150,A6,3.5,6,A,X,14.5,10.6,12.7,22,292,12
FORD,F-150,AS6,3.5,6,A,X,14.6,10.6,12.8,22,294,12
FORD,F-150,AS6,6.2,8,A,X,18.3,12.9,15.9,18,366,12
FORD,F-150 4X4,A6,3.5,6,A,X,15.9,11.3,13.8,20,317,12
FORD,F-150 4X4,AS6,3.5,6,A,X,15.4,11,13.4,21,308,12
FORD,F-150 4X4,AS6,6.2,8,A,X,20.1,14.4,17.5,16,402,12
FORD,F-150 FFV,A6,3.7,6,A,X,14,10.3,12.3,23,283,12
FORD,F-150 FFV,A6,3.7,6,A,E,18.8,13.7,16.5,17,264,12
FORD,F-150 FFV,AS6,3.7,6,A,X,14,10.3,12.3,23,283,12
FORD,F-150 FFV,AS6,3.7,6,A,E,18.8,13.7,16.5,17,264,12
FORD,F-150 FFV,A6,5,8,A,X,16.4,12.3,14.6,19,336,12
FORD,F-150 FFV,A6,5,8,A,E,22.1,16.7,19.7,14,315,12
FORD,F-150 FFV,AS6,5,8,A,X,16.4,12.3,14.6,19,336,12
FORD,F-150 FFV,AS6,5,8,A,E,22.1,16.7,19.7,14,315,12
FORD,F-150 FFV 4X4,A6,3.7,6,A,X,15,11.4,13.4,21,308,12
FORD,F-150 FFV 4X4,A6,3.7,6,A,E,20.2,15.3,18,16,288,12
FORD,F-150 FFV 4X4,AS6,3.7,6,A,X,15,11.4,13.4,21,308,12
FORD,F-150 FFV 4X4,AS6,3.7,6,A,E,20.2,15.3,18,16,288,12
FORD,F-150 FFV 4X4,A6,5,8,A,X,16.8,12.6,14.9,19,343,12
FORD,F-150 FFV 4X4,A6,5,8,A,E,22.4,17,20,14,320,12
FORD,F-150 FFV 4X4,AS6,5,8,A,X,16.7,12.5,14.8,19,340,12
FORD,F-150 FFV 4X4,AS6,5,8,A,E,22.4,16.9,19.9,14,318,12
FORD,F-150 RAPTOR 4X4,AS6,6.2,8,A,X,20.4,15,18,16,414,12
FORD,FIESTA,AS6,1.6,4,A,X,8.5,6.5,7.6,37,175,6
FORD,FIESTA,M5,1.6,4,M,X,8.6,6.4,7.6,37,175,6
FORD,FIESTA SFE,M5,1,4,M,X,7.5,5.5,6.6,43,152,6
FORD,FIESTA SFE,AS6,1.6,4,A,X,8,5.8,7,40,161,6
FORD,FIESTA ST,M6,1.6,4,M,X,8.9,6.8,8,35,184,1
FORD,FLEX,AS6,3.5,6,A,X,13.2,9.4,11.5,25,264,9
FORD,FLEX AWD,AS6,3.5,6,A,X,13.7,10.2,12.1,23,278,9
FORD,FLEX AWD (EcoBoost),AS6,3.5,6,A,X,14.8,10.4,12.8,22,294,9
FORD,FOCUS,M6,2,4,M,X,10.2,7.4,8.9,32,205,1
FORD,FOCUS FFV,A6,2,4,A,X,8.8,6.4,7.7,37,177,1
FORD,FOCUS FFV,A6,2,4,A,E,11.7,8.5,10.3,27,165,1
FORD,FOCUS FFV,AS6,2,4,A,X,8.9,6.4,7.8,36,179,1
FORD,FOCUS FFV,AS6,2,4,A,E,11.7,8.5,10.3,27,165,1
FORD,FOCUS FFV,M5,2,4,M,X,9.1,6.6,8,35,184,1
FORD,FOCUS FFV,M5,2,4,M,E,11.9,8.9,10.6,27,170,1
FORD,FOCUS SFE FFV,A6,2,4,A,X,8.4,5.8,7.2,39,166,1
FORD,FOCUS SFE FFV,A6,2,4,A,E,11.6,8.3,10.1,28,162,1
FORD,FUSION,AS6,1.5,4,A,X,10.1,6.6,8.5,33,196,3
FORD,FUSION,M6,1.6,4,M,X,9.4,6.4,8.1,35,186,3
FORD,FUSION,AS6,2,4,A,X,10.5,7.1,9,31,207,3
FORD,FUSION,AS6,2.5,4,A,X,10.5,7,8.9,32,205,3
FORD,FUSION (Start/Stop),AS6,1.5,4,A,X,9.5,6.3,8.1,35,186,3
FORD,FUSION AWD,AS6,2,4,A,X,10.9,7.5,9.4,30,216,3
FORD,FUSION HYBRID,AV,2,4,A,X,5.3,5.7,5.5,51,126,3
FORD,MUSTANG,A6,3.7,6,A,X,12.1,7.8,10.2,28,235,6
FORD,MUSTANG,M6,3.7,6,M,X,12.7,8.1,10.6,27,244,6
FORD,MUSTANG,A6,5,8,A,X,13.3,9.3,11.5,25,264,6
FORD,MUSTANG,M6,5,8,M,X,15.4,9.4,12.7,22,292,6
FORD,MUSTANG,M6,5.8,8,M,Z,15.9,9.9,13.2,21,304,6
FORD,MUSTANG CONVERTIBLE,A6,3.7,6,A,X,12.5,8.2,10.6,27,244,6
FORD,TAURUS,AS6,2,4,A,X,10.5,7.3,9.1,31,209,7
FORD,TAURUS AWD,AS6,3.5,6,A,X,13.7,9.4,11.8,24,271,7
FORD,TAURUS FFV,AS6,3.5,6,A,X,12.1,8.1,10.3,27,237,7
FORD,TAURUS FFV,AS6,3.5,6,A,E,17,11.1,14.3,20,229,7
FORD,TAURUS FFV AWD,AS6,3.5,6,A,X,13,9.1,11.2,25,258,7
FORD,TAURUS FFV AWD,AS6,3.5,6,A,E,18.4,12.5,15.7,18,251,7
FORD,TRANSIT CONNECT,AS6,1.6,4,A,X,10.8,8,9.5,30,218,14
FORD,TRANSIT CONNECT,AS6,2.5,4,A,X,11.3,8.2,9.9,29,228,14
FORD,TRANSIT CONNECT TAXI,AS6,1.6,4,A,X,11.5,8.3,10.1,28,232,14
FORD,TRANSIT CONNECT WAGON,AS6,2.5,4,A,X,11.9,8.5,10.4,27,239,14
GMC,ACADIA,A6,3.6,6,A,X,14.3,9.9,12.3,23,283,9
GMC,ACADIA AWD,A6,3.6,6,A,X,14.9,10.4,12.9,22,297,9
GMC,SAVANA 1500 CARGO,A4,4.3,6,A,X,17.1,12.7,15.1,19,347,10
GMC,SAVANA 1500 CARGO,A4,5.3,8,A,X,18,13.4,15.9,18,366,10
GMC,SAVANA 1500 CARGO,A4,5.3,8,A,E,23.5,17.7,20.9,14,334,10
GMC,SAVANA 1500 CARGO AWD,A4,5.3,8,A,X,18.3,14.2,16.5,17,380,10
GMC,SAVANA 1500 CARGO AWD,A4,5.3,8,A,E,23.7,18.8,21.5,13,344,10
GMC,SAVANA 1500 CARGO CONV,A4,5.3,8,A,X,18.6,13.9,16.5,17,380,10
GMC,SAVANA 1500 CARGO CONV,A4,5.3,8,A,E,23.9,18.5,21.5,13,344,10
GMC,SAVANA 1500 CARGO CONV AWD,A4,5.3,8,A,X,18.3,14.2,16.5,17,380,10
GMC,SAVANA 1500 CARGO CONV AWD,A4,5.3,8,A,E,25.3,19.3,22.6,12,362,10
GMC,SAVANA 1500 PASSENGER,A4,5.3,8,A,X,18.6,13.9,16.5,17,380,10
GMC,SAVANA 1500 PASSENGER,A4,5.3,8,A,E,23.9,18.5,21.5,13,344,10
GMC,SAVANA 1500 PASSENGER AWD,A4,5.3,8,A,X,18.3,14.2,16.5,17,380,10
GMC,SAVANA 1500 PASSENGER AWD,A4,5.3,8,A,E,25.3,19.3,22.6,12,362,10
GMC,SAVANA 2500 PASSENGER,A6,4.8,8,A,X,21.1,14.2,18,16,414,10
GMC,SAVANA 2500 PASSENGER,A6,6,8,A,X,21.9,15,18.8,15,432,10
GMC,SAVANA 2500 PASSENGER,A6,6,8,A,E,30,20.4,25.7,11,411,10
GMC,SAVANA 3500 PASSENGER,A6,4.8,8,A,X,21.3,14.3,18.2,16,419,10
GMC,SAVANA 3500 PASSENGER,A6,6,8,A,X,22.1,15,18.9,15,435,10
GMC,SAVANA 3500 PASSENGER,A6,6,8,A,E,30.2,20.5,25.8,11,413,10
GMC,SIERRA,A6,4.3,6,A,X,13.4,9.9,11.8,24,271,12
GMC,SIERRA,A6,4.3,6,A,E,18.9,14.2,16.8,17,269,12
GMC,SIERRA,A6,5.3,8,A,X,14.6,10.3,12.7,22,292,12
GMC,SIERRA,A6,5.3,8,A,E,19.5,13.7,16.9,17,270,12
GMC,SIERRA,A6,6.2,8,A,Z,16.3,11.4,14.1,20,324,12
GMC,SIERRA 4WD,A6,4.3,6,A,X,14.2,10.6,12.6,22,290,12
GMC,SIERRA 4WD,A6,4.3,6,A,E,20,15.1,17.8,16,285,12
GMC,SIERRA 4WD,A6,5.3,8,A,X,14.9,10.6,13,22,299,12
GMC,SIERRA 4WD,A6,5.3,8,A,E,19.9,14.2,17.3,16,277,12
GMC,SIERRA 4WD,A6,6.2,8,A,Z,16.4,11.7,14.3,20,329,12
GMC,TERRAIN,A6,2.4,4,A,X,10.5,7.3,9.1,31,209,2
GMC,TERRAIN,A6,3.6,6,A,X,13.9,9.6,12,24,276,2
GMC,TERRAIN,A6,3.6,6,A,E,18.8,13.1,16.2,17,259,2
GMC,TERRAIN AWD,A6,2.4,4,A,X,11.5,8.2,10,28,230,2
GMC,TERRAIN AWD,A6,3.6,6,A,X,14.8,9.9,12.6,22,290,2
GMC,TERRAIN AWD,A6,3.6,6,A,E,19.8,13.6,17,17,272,2
GMC,YUKON,A6,5.3,8,A,X,16,11.1,13.8,20,317,9
GMC,YUKON,A6,5.3,8,A,E,21.5,14.6,18.4,15,294,9
GMC,YUKON 4WD,A6,5.3,8,A,X,16,11.1,13.8,20,317,9
GMC,YUKON 4WD,A6,5.3,8,A,E,21.5,14.6,18.4,15,294,9
GMC,YUKON DENALI AWD,A6,6.2,8,A,Z,17,11.8,14.7,19,338,9
GMC,YUKON DENALI AWD,A6,6.2,8,A,E,23.3,16.1,20.1,14,322,9
GMC,YUKON DENALI XL AWD,A6,6.2,8,A,Z,18.8,13.4,16.4,17,377,9
GMC,YUKON DENALI XL AWD,A6,6.2,8,A,E,25.7,17.8,22.1,13,354,9
GMC,YUKON XL,A6,5.3,8,A,X,16,11.1,13.8,20,317,9
GMC,YUKON XL,A6,5.3,8,A,E,21.5,14.6,18.4,15,294,9
GMC,YUKON XL 4WD,A6,5.3,8,A,X,16,11.1,13.8,20,317,9
GMC,YUKON XL 4WD,A6,5.3,8,A,E,21.5,14.6,18.4,15,294,9
HONDA,ACCORD,AV,2.4,4,A,X,9,6.6,7.9,36,182,3
HONDA,ACCORD,AV7,2.4,4,A,X,9.1,6.9,8.1,35,186,3
HONDA,ACCORD,M6,2.4,4,M,X,10.1,6.9,8.7,32,200,3
HONDA,ACCORD,A6,3.5,6,A,X,11,6.8,9.1,31,209,3
HONDA,ACCORD,AS6,3.5,6,A,X,11.4,7.3,9.6,29,221,3
HONDA,ACCORD,M6,3.5,6,M,X,13,8.4,10.9,26,251,3
HONDA,ACCORD HYBRID,AV,2,4,A,X,4.7,4.9,4.8,59,110,3
HONDA,CIVIC,AV,1.8,4,A,X,7.9,6,7,40,161,1
HONDA,CIVIC,AV7,1.8,4,A,X,8.1,6.2,7.2,39,166,1
HONDA,CIVIC,M5,1.8,4,M,X,8.5,6.6,7.6,37,175,1
HONDA,CROSSTOUR AWD,A6,3.5,6,A,X,12.5,8.5,10.7,26,246,2
HONDA,CR-V,A5,2.4,4,A,X,10.3,7.6,9.1,31,209,2
HONDA,CR-V AWD,A5,2.4,4,A,X,10.6,7.9,9.4,30,216,2
HONDA,CR-Z,AV7,1.5,4,A,X,6.6,6,6.3,45,145,4
HONDA,CR-Z,M6,1.5,4,M,X,7.6,6.1,6.9,41,159,4
HONDA,FIT,A5,1.5,4,A,X,8.3,6.5,7.5,38,172,8
HONDA,FIT,M5,1.5,4,M,X,8.3,6.9,7.7,37,177,8
HONDA,ODYSSEY,A6,3.5,6,A,X,12.3,8.5,10.6,27,244,13
HONDA,PILOT,A5,3.5,6,A,X,13.3,9.3,11.5,25,265,2
HONDA,PILOT AWD,A5,3.5,6,A,X,13.9,9.7,12,24,276,2
HONDA,RIDGELINE AWD,A5,3.5,6,A,X,15.2,11.3,13.4,21,308,12
HYUNDAI,ACCENT,A6,1.6,4,A,X,8.8,6.3,7.7,37,177,1
HYUNDAI,ACCENT,M6,1.6,4,M,X,8.7,6.4,7.7,37,177,1
HYUNDAI,ELANTRA GT,A6,2,4,A,X,9.8,7.2,8.6,33,198,3
HYUNDAI,ELANTRA GT,M6,2,4,M,X,9.8,7,8.5,33,196,3
HYUNDAI,EQUUS,A8,5,8,A,Z,15.7,10.2,13.2,21,304,7
HYUNDAI,GENESIS,A8,3.8,6,A,X,13,8.7,11.1,25,255,7
HYUNDAI,SANTA FE,A6,3.3,6,A,X,13,9.1,11.2,25,258,2
HYUNDAI,SANTA FE 4WD,A6,3.3,6,A,X,13.3,9.5,11.6,24,267,2
HYUNDAI,SANTA FE SPORT,A6,2.4,4,A,X,11.6,8.7,10.3,27,237,2
HYUNDAI,SANTA FE SPORT 4WD,A6,2,4,A,X,12.9,9.7,11.5,25,264,2
HYUNDAI,SANTA FE SPORT 4WD,A6,2.4,4,A,X,12.5,9.4,11.1,25,255,2
HYUNDAI,SONATA,A6,2,4,A,X,11.4,7.5,9.6,29,221,7
HYUNDAI,SONATA,A6,2.4,4,A,X,9.8,7,8.5,33,196,7
HYUNDAI,SONATA HYBRID,AS6,2.4,4,A,X,6.5,5.9,6.2,46,143,3
HYUNDAI,SONATA HYBRID LIMITED,AS6,2.4,4,A,X,6.6,5.9,6.3,45,145,3
HYUNDAI,TUCSON,A6,2,4,A,X,10.2,8.2,9.3,30,214,2
HYUNDAI,TUCSON,M6,2,4,M,X,11.4,8.6,10.1,28,232,2
HYUNDAI,TUCSON,A6,2.4,4,A,X,11.3,8.3,10,28,230,2
HYUNDAI,TUCSON 4WD,A6,2,4,A,X,11.4,9.3,10.5,27,242,2
HYUNDAI,TUCSON 4WD,A6,2.4,4,A,X,11.6,9.3,10.6,27,244,2
HYUNDAI,VELOSTER,AM6,1.6,4,A,X,8.6,6.6,7.7,37,177,1
HYUNDAI,VELOSTER,M6,1.6,4,M,X,9.1,6.7,8,35,184,1
HYUNDAI,VELOSTER TURBO,A6,1.6,4,A,X,9.9,7.5,8.8,32,202,1
HYUNDAI,VELOSTER TURBO,M6,1.6,4,M,X,9.7,7.1,8.5,33,196,1
INFINITI,Q50,AS7,3.7,6,A,Z,12,8,10.2,28,235,3
INFINITI,Q50 AWD,AS7,3.7,6,A,Z,12.6,8.7,10.8,26,248,3
INFINITI,Q50 HYBRID,AS7,3.5,6,A,Z,8.2,6.7,7.5,38,172,1
INFINITI,Q50 HYBRID AWD,AS7,3.5,6,A,Z,8.7,7.5,8.2,34,189,1
INFINITI,Q60 AWD COUPE,AS7,3.7,6,A,Z,13.3,9.4,11.5,25,265,6
INFINITI,Q60 CONVERTIBLE,AS7,3.7,6,A,Z,13.6,9.3,11.7,24,269,6
INFINITI,Q60 CONVERTIBLE,M6,3.7,6,M,Z,14.3,9.8,12.3,23,283,6
INFINITI,Q60 COUPE,AS7,3.7,6,A,Z,12.9,8.9,11.1,25,255,6
INFINITI,Q60 COUPE,M6,3.7,6,M,Z,13.5,9.3,11.6,24,267,6
INFINITI,Q70,AS7,3.7,6,A,Z,12.8,8.9,11,26,253,3
INFINITI,Q70,AS7,5.6,8,A,Z,14.5,9.5,12.3,23,283,3
INFINITI,Q70 AWD,AS7,3.7,6,A,Z,13.2,9.6,11.6,24,267,3
INFINITI,Q70 AWD,AS7,5.6,8,A,Z,15,10.2,12.8,22,294,3
INFINITI,Q70 HYBRID,AS7,3.5,6,A,Z,8,7,7.6,37,175,3
INFINITI,QX50 AWD,AS7,3.7,6,A,Z,13.6,9.6,11.8,24,271,8
INFINITI,QX60,AV,3.5,6,A,Z,11.9,9,10.6,27,244,2
INFINITI,QX60 AWD,AV,3.5,6,A,Z,12.3,9.3,11,26,253,2
INFINITI,QX60 HYBRID AWD,AV,2.5,4,A,X,8.8,8.2,8.5,33,196,9
INFINITI,QX70 AWD,AS7,3.7,6,A,Z,14.5,10.7,12.8,22,294,2
INFINITI,QX70 AWD,AS7,5,8,A,Z,16.6,11.9,14.5,19,334,2
INFINITI,QX80 4WD,AS7,5.6,8,A,Z,17.4,12.1,15,19,345,9
JAGUAR,F-TYPE CONVERTIBLE,AS8,3,6,A,Z,11.8,8.4,10.3,27,237,4
JAGUAR,F-TYPE S CONVERTIBLE,AS8,3,6,A,Z,12.2,8.7,10.6,27,244,4
JAGUAR,F-TYPE V8 S CONVERTIBLE,AS8,5,8,A,Z,15,10.2,12.8,22,294,4
JAGUAR,XF,AS8,2,4,A,Z,12.3,8.2,10.5,27,242,3
JAGUAR,XF 3.0L AWD,AS8,3,6,A,Z,14.7,9.1,12.2,23,281,3
JAGUAR,XFR,AS8,5,8,A,Z,15.7,10.3,13.3,21,306,3
JAGUAR,XFR,AS8,5,8,A,E,21.3,14.1,18.1,16,290,3
JAGUAR,XFR-S,AS8,5,8,A,Z,15.7,10.3,13.3,21,306,3
JAGUAR,XJ AWD,AS8,3,6,A,Z,14.6,9.6,12.4,23,285,7
JAGUAR,XJ SUPERCHARGED,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJ SUPERCHARGED,AS8,5,8,A,E,20.6,13.6,17.5,16,280,7
JAGUAR,XJL AWD PORTFOLIO,AS8,3,6,A,Z,14.7,9.6,12.4,23,285,7
JAGUAR,XJL SUPERCHARGED,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJL SUPERCHARGED,AS8,5,8,A,E,20.6,13.6,17.5,16,280,7
JAGUAR,XJR,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XJR LWB,AS8,5,8,A,Z,15.8,10.2,13.3,21,306,7
JAGUAR,XK CONVERTIBLE,AS6,5,8,A,Z,15.1,10.6,13.1,22,301,5
JAGUAR,XK COUPE,AS6,5,8,A,Z,14.8,9.9,12.6,22,290,5
JAGUAR,XKR CONVERTIBLE,AS6,5,8,A,Z,15.9,10.9,13.7,21,315,5
JAGUAR,XKR COUPE,AS6,5,8,A,Z,15.6,10.9,13.5,21,310,5
JAGUAR,XKR-S CONVERTIBLE,AS6,5,8,A,Z,15.9,10.9,13.7,21,315,5
JAGUAR,XKR-S COUPE,AS6,5,8,A,Z,15.6,10.9,13.5,21,310,5
JEEP,CHEROKEE,A9,2.4,4,A,X,10.9,7.7,9.5,30,218,2
JEEP,CHEROKEE,A9,3.2,6,A,X,12.3,8.3,10.5,27,242,2
JEEP,CHEROKEE 4X4,A9,2.4,4,A,X,11.3,8.3,10,28,230,2
JEEP,CHEROKEE 4X4,A9,3.2,6,A,X,12.5,8.8,10.8,26,248,2
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,A9,2.4,4,A,X,11.4,8.6,10.1,28,232,2
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,A9,3.2,6,A,X,12.5,9.1,11,26,253,2
JEEP,CHEROKEE TRAILHAWK 4X4,A9,2.4,4,A,X,12.1,9.4,10.9,26,251,2
JEEP,CHEROKEE TRAILHAWK 4X4,A9,3.2,6,A,X,13.4,9.5,11.6,24,267,2
JEEP,COMPASS,AV,2,4,A,X,10.7,8.8,9.9,29,228,2
JEEP,COMPASS,A6,2,4,A,X,11.1,8.3,9.8,29,225,2
JEEP,COMPASS,M5,2,4,M,X,10.2,7.8,9.1,31,209,2
JEEP,COMPASS,A6,2.4,4,A,X,11.1,8.3,9.8,29,225,2
JEEP,COMPASS,M5,2.4,4,M,X,10.3,8.3,9.4,30,216,2
JEEP,COMPASS 4X4,A6,2.4,4,A,X,11.4,8.7,10.2,28,235,2
JEEP,COMPASS 4X4,M5,2.4,4,M,X,10.3,8.4,9.4,30,216,2
JEEP,COMPASS 4X4 TRAIL RATED,AV,2.4,4,A,X,11.7,10.3,11.1,25,255,2
JEEP,GRAND CHEROKEE 4X4 (MDS),A8,5.7,8,A,X,17.3,11.7,14.8,19,340,9
JEEP,GRAND CHEROKEE 4X4 DIESEL,A8,3,6,A,D,11.2,8.4,9.9,29,267,9
JEEP,GRAND CHEROKEE 4X4 FFV,A8,3.6,6,A,X,13.9,9.8,12.1,23,278,9
JEEP,GRAND CHEROKEE 4X4 FFV,A8,3.6,6,A,E,17.7,13,15.6,18,250,9
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),A8,6.4,8,A,Z,18.5,12.6,15.8,18,363,9
JEEP,PATRIOT,AV,2,4,A,X,10.7,8.8,9.9,29,228,2
JEEP,PATRIOT,A6,2,4,A,X,11.1,8.3,9.8,29,225,2
JEEP,PATRIOT,M5,2,4,M,X,10.2,7.8,9.1,31,209,2
JEEP,PATRIOT,A6,2.4,4,A,X,11.1,8.3,9.8,29,225,2
JEEP,PATRIOT,M5,2.4,4,M,X,10.3,8.3,9.4,30,216,2
JEEP,PATRIOT 4X4,A6,2.4,4,A,X,11.4,8.7,10.2,28,235,2
JEEP,PATRIOT 4X4,M5,2.4,4,M,X,10.3,8.4,9.4,30,216,2
JEEP,PATRIOT 4X4 TRAIL RATED,AV,2.4,4,A,X,11.7,10.3,11.1,25,255,2
JEEP,WRANGLER 4X4 (2-DOOR),A5,3.6,6,A,X,14.1,11.1,12.8,22,294,2
JEEP,WRANGLER 4X4 (2-DOOR),M6,3.6,6,M,X,14.2,11,12.8,22,294,2
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),A5,3.6,6,A,X,14.8,11.7,13.4,21,308,2
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),M6,3.6,6,M,X,15,11.4,13.4,21,308,2
KIA,CADENZA,A6,3.3,6,A,X,12.7,8.8,10.9,26,251,7
KIA,FORTE,A6,1.8,4,A,X,9.6,6.6,8.3,34,191,3
